Day,death_cnt,case_cnt,daily_death,daily_cases
2020-04-14,1532.0,25262.0,204.0,1832.0
2020-04-15,1736.0,28320.0,204.0,3058.0
2020-04-16,1924.0,30425.0,188.0,2105.0
2020-04-17,2141.0,33682.0,217.0,3257.0
2020-04-18,2354.0,36658.0,213.0,2976.0
2020-04-19,2462.0,38654.0,108.0,1996.0
2020-04-20,2587.0,40743.0,125.0,2089.0
2020-04-21,2741.0,43079.0,154.0,2336.0
2020-04-22,2906.0,45757.0,165.0,2678.0
2020-04-23,3331.0,50036.0,425.0,4279.0
2020-04-24,3704.0,54043.0,373.0,4007.0
2020-04-25,4057.0,59324.0,353.0,5281.0
2020-04-26,4286.0,63100.0,229.0,3776.0
2020-04-27,4603.0,67446.0,317.0,4346.0
2020-04-28,5083.0,73235.0,480.0,5789.0
2020-04-29,5513.0,79685.0,430.0,6450.0
2020-04-30,6006.0,87187.0,493.0,7502.0
2020-05-01,6412.0,92202.0,406.0,5015.0
2020-05-02,6761.0,97100.0,349.0,4898.0
2020-05-03,7051.0,101826.0,290.0,4726.0
2020-05-04,7367.0,108620.0,316.0,6794.0
2020-05-05,7938.0,115455.0,571.0,6835.0
2020-05-06,8588.0,126611.0,650.0,11156.0
2020-05-07,9190.0,135773.0,602.0,9162.0
2020-05-08,10017.0,146894.0,827.0,11121.0
2020-05-09,10656.0,156061.0,639.0,9167.0
2020-05-10,11123.0,162699.0,467.0,6638.0
2020-05-11,11653.0,169594.0,530.0,6895.0
2020-05-12,12461.0,178214.0,808.0,8620.0
2020-05-13,13240.0,190137.0,779.0,11923.0
2020-05-13,11830.111111111111,153338.24242424243,,
2020-05-14,12300.262626262625,157983.9292929293,470.1515151515141,4645.686868686869
2020-05-15,12769.929292929293,162570.59595959596,469.6666666666679,4586.666666666657
2020-05-16,13238.70707070707,167092.21212121213,468.7777777777774,4521.61616161617
2020-05-17,13705.535353535353,171543.77777777778,466.8282828282827,4451.565656565654
2020-05-18,14169.737373737375,175920.57575757575,464.20202020202123,4376.797979797964
2020-05-19,14630.787878787878,180217.40404040404,461.0505050505035,4296.828282828297
2020-05-20,15087.90909090909,184429.35353535353,457.121212121212,4211.949494949484
2020-05-21,15540.565656565657,188552.0101010101,452.6565656565672,4122.656565656565
2020-05-22,15988.10101010101,192582.37373737374,447.53535353535335,4030.363636363647
2020-05-23,16429.858585858587,196518.0101010101,441.757575757576,3935.636363636353
2020-05-24,16865.37373737374,200356.38383838383,435.51515151515196,3838.3737373737385
2020-05-25,17294.272727272728,204095.18181818182,428.8989898989894,3738.7979797979933
2020-05-26,17716.161616161615,207732.34343434343,421.88888888888687,3637.161616161611
2020-05-27,18130.59595959596,211266.43434343435,414.4343434343464,3534.0909090909117
2020-05-28,18537.131313131315,214697.101010101,406.53535353535335,3430.666666666657
2020-05-29,18935.434343434343,218024.29292929292,398.3030303030282,3327.191919191915
2020-05-30,19325.282828282827,221247.56565656565,389.8484848484841,3223.272727272735
2020-05-31,19706.47474747475,224366.39393939395,381.19191919192235,3118.8282828282972
2020-06-01,20078.91919191919,227380.63636363635,372.4444444444416,3014.242424242402
2020-06-02,20442.303030303032,230290.81818181818,363.38383838384107,2910.1818181818235
2020-06-03,20796.50505050505,233098.2626262626,354.2020202020176,2807.444444444438
2020-06-04,21141.31313131313,235804.7676767677,344.8080808080813,2706.505050505075
2020-06-05,21476.76767676768,238411.77777777778,335.45454545454777,2607.0101010100916
2020-06-06,21802.838383838385,240920.08080808082,326.0707070707067,2508.303030303039
2020-06-07,22119.49494949495,243330.9898989899,316.65656565656536,2410.9090909090883
2020-06-08,22426.78787878788,245645.9696969697,307.29292929292933,2314.9797979797877
2020-06-09,22724.676767676767,247867.39393939395,297.88888888888687,2221.4242424242548
2020-06-10,23013.090909090908,249997.55555555556,288.41414141414134,2130.161616161611
2020-06-11,23292.323232323233,252038.80808080808,279.23232323232514,2041.252525252523
2020-06-12,23562.383838383837,253993.21212121213,270.0606060606042,1954.4040404040425
2020-06-13,23823.353535353537,255862.78787878787,260.9696969696997,1869.5757575757452
2020-06-14,24075.343434343435,257649.64646464647,251.98989898989748,1786.8585858586011
2020-06-15,24318.565656565657,259356.21212121213,243.22222222222263,1706.5656565656536
2020-06-16,24553.050505050505,260985.2323232323,234.48484848484804,1629.0202020201832
2020-06-17,24778.989898989897,262539.50505050505,225.93939393939218,1554.2727272727352
2020-06-18,24996.656565656565,264021.30303030304,217.66666666666788,1481.7979797979933
2020-06-19,25206.19191919192,265433.1212121212,209.53535353535335,1411.8181818181765
2020-06-20,25407.60606060606,266777.23232323234,201.41414141414134,1344.111111111124
2020-06-21,25601.282828282827,268055.9696969697,193.67676767676676,1278.7373737373855
2020-06-22,25787.353535353537,269271.56565656565,186.07070707071034,1215.5959595959284
2020-06-23,25966.0,270426.44444444444,178.64646464646285,1154.8787878787844
2020-06-24,26137.47474747475,271523.1515151515,171.47474747474917,1096.7070707070525
2020-06-25,26301.91919191919,272564.48484848486,164.44444444444161,1041.3333333333721
2020-06-26,26459.646464646463,273552.41414141416,157.72727272727207,987.9292929293006
2020-06-27,26610.656565656565,274489.29292929295,151.01010101010252,936.8787878787844
